,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,TotalCharges,Churn,Geography,CreditScore,Surname,EstimatedSalary,MonthlyCharges,customerID,Dependents,PaymentMethod,Charge
126,Male,0.0,Yes,53.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,5043.2,No,France,730.0,Langdon,116081.93,97.75,5294-IMHHT,No,Bank transfer (automatic),97.75
127,Male,0.0,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1414.65,No,France,654.0,Le Gallienne,47046.72,19.8,2607-DHDAK,Yes,Credit card (automatic),19.8
128,Male,0.0,No,5.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,541.9,Yes,France,702.0,Hooper,9712.52,104.1,2369-UAPKZ,No,Mailed check,104.1
129,Male,0.0,Yes,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1270.55,No,France,550.0,Lavrentiev,122221.71,20.95,6685-XSHHU,Yes,Bank transfer (automatic),20.95
130,Male,0.0,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,80.55,No,France,692.0,Wu,76755.99,80.55,7439-DKZTW,No,Electronic check,80.55
131,Male,1.0,Yes,60.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,5774.55,No,France,559.0,Manna,9677.0,93.25,4250-WAROZ,Yes,Electronic check,93.25
132,Female,0.0,Yes,48.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,2196.3,No,Germany,523.0,Thomas,122284.38,45.0,0234-TEVTT,Yes,Credit card (automatic),45.0
133,Male,0.0,No,20.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,1493.55,No,Germany,848.0,Stanley,193132.98,70.55,1047-NNCBF,No,Credit card (automatic),70.55
134,Female,0.0,Yes,51.0,No,No phone service,DSL,Yes,,No,Yes,No,No,Two year,No,1782,No,Spain,530.0,Yeh,164844.37,34.2,7340-KEFQE,Yes,Bank transfer (automatic),34.2
135,Male,1.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,7550.3,No,France,667.0,Hanson,34335.55,102.65,2878-RMWXY,No,Credit card (automatic),102.65
136,Female,0.0,No,3.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,151.3,Yes,Germany,482.0,Norris,72643.95,50.65,8364-TRMMK,No,Mailed check,50.65
137,Female,1.0,Yes,70.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,7195.35,No,France,614.0,Skinner,3342.62,105.55,4323-OHFOW,No,Bank transfer (automatic),105.55
138,Female,1.0,Yes,43.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,4156.8,No,Spain,,Barry,25887.89,94.5,9699-UBQFS,No,Electronic check,94.5
139,Male,0.0,Yes,59.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,5084.65,Yes,Germany,603.0,Quinn,108488.33,85.55,3313-QKNKB,No,Electronic check,85.55
140,Male,0.0,Yes,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,155.35,No,France,781.0,Bates,177703.15,45.25,7396-VJUZB,Yes,Mailed check,45.25
141,Male,1.0,No,30.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,2093.9,No,Spain,850.0,Kao,27937.12,69.1,3280-MRDOF,No,Credit card (automatic),69.1
142,Female,0.0,No,62.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,5755.8,No,Spain,656.0,Pai,151887.16,92.05,0516-UXRMT,No,Electronic check,92.05
143,Female,0.0,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,273.25,No,France,511.0,Ainsworth,158313.87,20.2,5039-LZRQT,No,Mailed check,20.2
144,Female,1.0,Yes,31.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,2633.4,No,Spain,621.0,Zito,47972.65,84.85,5216-WASFJ,No,Electronic check,84.85
145,Male,1.0,Yes,21.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,1474.75,Yes,Spain,544.0,Holloway,110317.39,69.1,3398-ZOUAA,No,Electronic check,69.1
146,Male,0.0,Yes,36.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,930.95,No,France,691.0,Hansen,81617.4,25.1,8966-KZXXA,Yes,Credit card (automatic),25.1
147,Female,0.0,No,28.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,790.7,No,Germany,608.0,Gould,116124.28,29.75,8799-OXZMD,No,Mailed check,29.75
148,Female,1.0,No,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,6418.9,Yes,France,595.0,Niu,106340.66,111.95,6664-FPDAC,No,Electronic check,111.95
149,Female,0.0,Yes,61.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,,No,France,740.0,Scott,1852.58,79.4,9500-IWPXQ,Yes,Electronic check,79.4
150,Male,1.0,No,8.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,562.7,No,France,524.0,Chien,31840.59,69.95,9796-BPKIW,No,Credit card (automatic),69.95
151,Male,1.0,Yes,36.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,3021.6,Yes,Spain,591.0,Chuang,162501.83,84.1,3672-YITQD,No,Electronic check,84.1
152,Male,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,8086.4,No,Spain,572.0,Onuchukwu,119996.95,114.1,9637-CDTKZ,No,Credit card (automatic),114.1
153,Male,0.0,No,14.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,419.7,No,France,665.0,Ignatieff,115147.33,31.1,8069-YQQAJ,No,Mailed check,31.1
154,Male,0.0,Yes,14.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,937.6,Yes,Spain,581.0,Onyemauchechi,196582.28,65.45,7683-CBDKJ,Yes,Electronic check,65.45
155,Female,0.0,Yes,36.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,2937.65,No,,553.0,,145704.19,80.4,1910-FMXJM,No,Electronic check,80.4
156,Male,0.0,Yes,2.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,151.8,Yes,France,696.0,Ramos,198032.93,76.4,7598-UAASY,No,Electronic check,76.4
157,Female,0.0,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,501.35,No,Germany,816.0,Hobbs,35770.84,19.15,1998-VHJHK,No,Mailed check,19.15
158,Female,0.0,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,470.2,No,France,633.0,Garner,48606.71,19.5,9391-TTOYH,No,Mailed check,19.5
159,Male,1.0,Yes,61.0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,3902.6,No,France,531.0,Hsia,194998.34,64.05,5756-OZRIO,No,Bank transfer (automatic),64.05
160,Male,0.0,Yes,38.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,2862.55,No,France,726.0,Clark,128052.29,78.95,4000-VGMQP,Yes,Credit card (automatic),78.95
161,Female,0.0,Yes,31.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,2545.75,No,France,694.0,Ch'ien,26960.31,81.15,6341-JVQGF,Yes,Mailed check,81.15
162,Male,0.0,No,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,279.2,No,Spain,485.0,Sopuluchukwu,107067.37,18.8,7369-TRPFD,No,Mailed check,18.8
163,Female,0.0,Yes,47.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,4107.25,No,Germany,594.0,Lucas,61048.53,85.3,0945-TSONX,Yes,Credit card (automatic),85.3
164,Female,1.0,Yes,65.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,7227.45,No,Spain,598.0,K?,148487.9,109.4,9052-VKDUW,No,Credit card (automatic),109.4
165,Female,0.0,Yes,51.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,2553.35,No,Spain,575.0,T'ao,83594.51,49.65,2625-TRCZQ,No,Electronic check,49.65
166,Female,0.0,No,34.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,2524.45,Yes,Germany,547.0,Morin,67789.99,73.95,6599-CEBNN,No,Credit card (automatic),73.95
167,Male,0.0,Yes,29.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,2263.4,No,France,580.0,Cooper,10357.03,75.3,3014-WJKSM,No,Credit card (automatic),75.3
168,Male,0.0,Yes,39.0,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,947.75,No,France,602.0,Walker,84077.6,25.25,1696-MZVAU,Yes,Credit card (automatic),25.25
169,Male,0.0,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,1640,No,France,716.0,Walker,92606.98,95.65,3853-LYGAM,No,Bank transfer (automatic),95.65
170,Male,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.8,Yes,France,697.0,Azikiwe,188772.45,19.8,4892-VLANZ,No,Mailed check,19.8
171,Female,0.0,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,1345.65,No,France,599.0,Barclay-Harvey,121124.53,80.05,7129-CAKJW,No,Bank transfer (automatic),80.05
172,Female,0.0,Yes,1.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,53.55,No,Spain,666.0,Knight,29346.1,53.55,9108-EJFJP,No,Mailed check,53.55
173,Female,0.0,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,48.45,No,France,641.0,Dennis,32607.77,48.45,0623-GDISB,No,Bank transfer (automatic),48.45
174,Male,0.0,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,208,No,Germany,641.0,Palerma,39016.43,20.25,2371-JUNGC,No,Mailed check,20.25
175,Female,0.0,Yes,52.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,4326.8,No,Spain,638.0,Udobata,111346.22,84.05,7803-XOCCZ,Yes,Bank transfer (automatic),84.05
176,Female,0.0,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,1821.95,No,France,758.0,Li,82996.47,84.15,9167-APMXZ,No,Bank transfer (automatic),84.15
177,,0.0,No,28.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,2626.15,No,France,508.0,Oliver,67234.33,91.0,5213-TWWJU,No,Electronic check,91.0
178,Female,0.0,Yes,34.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,1815.3,No,Germany,613.0,Riggs,78566.64,50.2,1730-VFMWO,No,Bank transfer (automatic),50.2
179,Male,1.0,Yes,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,7634.25,No,Germany,601.0,Burns,177384.45,109.95,0136-IFMYD,No,Electronic check,109.95
180,Female,1.0,Yes,67.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,7142.5,No,France,662.0,Clendinnen,10928.3,107.05,5481-NTDOH,No,Credit card (automatic),107.05
181,Male,0.0,Yes,64.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,5135.35,No,Germany,706.0,Potter,140803.7,81.05,2250-IVBWA,Yes,Electronic check,81.05
182,Female,0.0,Yes,67.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,7156.2,Yes,France,608.0,Mao,79304.38,108.75,1150-WFARN,Yes,Credit card (automatic),108.75
183,Male,1.0,No,21.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,2030.3,Yes,France,567.0,Roberts,127827.18,96.8,9961-JBNMK,No,Bank transfer (automatic),96.8
184,Male,0.0,Yes,62.0,,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,2337.45,No,France,545.0,Cary,24302.95,39.0,0979-MOZQI,No,Bank transfer (automatic),39.0
185,Male,0.0,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,7840.6,No,France,789.0,Wilson,5036.39,108.2,9031-ZVQPT,No,Electronic check,108.2
186,Male,0.0,No,2.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,144.55,Yes,Spain,850.0,Sung,141242.57,80.25,9689-PTNPG,No,Electronic check,80.25
187,Female,0.0,No,59.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,4786.1,No,Spain,563.0,Munson,16319.56,79.85,2890-WFBHU,No,Credit card (automatic),79.85
188,Male,0.0,Yes,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,942.95,No,France,651.0,Teng,102530.35,19.9,3079-BCHLN,No,Bank transfer (automatic),19.9
189,Male,0.0,Yes,48.0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,2651.2,No,France,781.0,McVey,85644.06,55.8,5306-BVTKJ,Yes,Credit card (automatic),55.8
190,Male,0.0,Yes,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1411.9,No,France,707.0,Nnachetam,164064.44,20.8,7558-IMLMT,Yes,Mailed check,20.8
191,Male,0.0,No,8.0,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,343.45,No,France,721.0,Hardy,178418.35,44.55,0895-UADGO,Yes,Mailed check,44.55
192,Female,1.0,No,45.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,4459.8,No,Spain,803.0,Fleetwood-Smith,72051.44,100.15,9233-PSYHO,No,Bank transfer (automatic),100.15
193,Female,1.0,No,4.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,292.8,Yes,France,633.0,Wu,41642.29,78.85,9231-ZJYAM,No,Electronic check,78.85
194,Male,0.0,,66.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,6981.35,Yes,France,703.0,Kao,56246.72,106.05,7762-URZQH,No,Credit card (automatic),106.05
195,Male,0.0,No,35.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,2021.2,No,Spain,747.0,Ahmed,194926.86,61.2,3727-OWVYD,No,Mailed check,61.2
196,Female,1.0,No,14.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,1101.85,Yes,France,788.0,Worsnop,89368.59,78.95,1965-AKTSX,No,Electronic check,78.95
197,Female,0.0,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,330.8,No,France,755.0,Johnstone,176809.87,20.45,7998-ZLXWN,No,Credit card (automatic),20.45
198,Male,1.0,Yes,13.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,1237.85,Yes,Germany,656.0,Iqbal,50595.15,98.0,0011-IGKFF,No,Electronic check,98.0
199,Male,0.0,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.2,No,France,787.0,Genovese,142538.31,19.2,3373-YZZYM,Yes,Mailed check,19.2
200,Female,0.0,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,272,No,Spain,631.0,Rios,13813.24,19.5,3423-HHXAO,Yes,Mailed check,19.5
201,Male,0.0,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,181.5,Yes,Germany,,Cole,113428.77,85.65,0259-GBZSH,No,Electronic check,85.65
202,Male,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,8468.2,No,France,516.0,Hs?,119666.0,114.05,4376-KFVRS,Yes,Credit card (automatic),114.05
203,Female,1.0,Yes,40.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,4062.2,Yes,Germany,671.0,Sadler,176403.33,99.2,2995-UPRYS,No,Credit card (automatic),99.2
204,Female,1.0,No,1.0,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,70.55,Yes,France,688.0,Smith,172531.23,70.55,8051-HJRLT,No,Electronic check,70.55
205,Male,0.0,Yes,37.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,3415.25,No,Spain,581.0,Capon,80701.72,92.95,7483-IQWIB,Yes,Electronic check,92.95
206,Female,0.0,No,14.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,1180.95,Yes,France,850.0,Ch'eng,179365.1,86.3,8337-MSSXB,No,Electronic check,86.3
207,Female,0.0,No,11.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,617.85,No,France,692.0,Valentin,118188.15,54.6,1877-HKBQX,No,Mailed check,54.6
208,Male,1.0,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,5899.85,No,Germany,653.0,Kirk,83679.46,84.45,3108-PCCGG,No,Credit card (automatic),84.45
209,Female,1.0,No,43.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,,Yes,4600.7,Yes,Germany,661.0,Olisanugo,189742.78,108.15,6179-GJPSO,No,Credit card (automatic),108.15
210,Male,0.0,Yes,63.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,5040.2,No,France,645.0,Bruce,676.06,80.0,1088-CNNKB,No,Credit card (automatic),80.0
211,Female,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,8476.5,No,Germany,646.0,Wu,45041.32,115.8,6007-TCTST,Yes,Bank transfer (automatic),115.8
212,Female,1.0,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,1288.3,No,Spain,648.0,Wollstonecraft,121542.29,89.0,7508-SMHXL,No,Credit card (automatic),89.0
213,Female,0.0,No,12.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,1120.95,Yes,France,523.0,Fallaci,128702.1,98.9,4315-MURBD,No,Bank transfer (automatic),98.9
214,Female,0.0,Yes,59.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,6039.9,Yes,Germany,725.0,Loggia,62027.9,101.1,4523-WXCEF,No,Electronic check,101.1
215,Male,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,8594.4,No,Spain,649.0,Tang,91167.19,116.95,9788-HNGUT,No,Credit card (automatic),116.95
216,Female,0.0,Yes,72.0,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,3784,No,France,820.0,Czajkowski,,53.65,3704-IEAXF,Yes,Credit card (automatic),53.65
217,Female,0.0,Yes,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,7689.8,No,Germany,535.0,Ting,60775.76,110.2,8707-HOEDG,Yes,Electronic check,110.2
218,Male,0.0,Yes,11.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,723.35,No,Germany,468.0,Onwudiwe,172668.39,65.15,0774-IFUVM,Yes,Bank transfer (automatic),65.15
219,Male,0.0,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,265.45,No,France,707.0,Knipe,126471.13,20.05,7531-GQHME,No,Credit card (automatic),20.05
220,Male,0.0,No,1.0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,62.05,Yes,,658.0,Robertson,2748.72,62.05,1541-ETJZO,No,Mailed check,62.05
221,Male,0.0,No,52.0,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,1623.4,No,France,625.0,Mitchel,38867.46,30.1,0946-FKYTX,No,Mailed check,30.1
222,Male,0.0,No,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Two year,No,609.1,No,Germany,710.0,Golubev,155593.74,20.4,6265-FRMTQ,No,Bank transfer (automatic),20.4
223,Male,0.0,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,457.3,No,France,667.0,McGregor,97508.04,19.8,4795-UXVCJ,No,Credit card (automatic),19.8
224,Male,0.0,No,47.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,4669.2,No,Spain,658.0,Collingridge de Tourcey,103644.98,100.75,9079-LWTFD,No,Mailed check,100.75
225,Male,1.0,Yes,35.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,3365.4,No,France,593.0,Lin,65170.66,94.55,6522-YRBXD,No,Electronic check,94.55
226,Male,0.0,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,340.85,No,Spain,590.0,McIntosh,171021.44,19.45,8944-AILEF,No,Credit card (automatic),19.45
227,Female,0.0,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,25.2,Yes,France,749.0,Rudd,132649.85,25.2,8260-NGFNY,No,Mailed check,25.2
228,Male,0.0,No,5.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,,492.55,Yes,Spain,628.0,Ibrahimova,188193.25,96.5,1010-DIAUQ,No,Bank transfer (automatic),96.5
229,Male,0.0,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,510.8,No,Germany,712.0,Lawless,196257.68,19.9,6479-OAUSD,No,Credit card (automatic),19.9
230,Female,1.0,No,41.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,4689.5,Yes,Spain,725.0,Willis,131173.9,113.2,7279-BUYWN,No,Electronic check,113.2
231,Female,0.0,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,68.95,Yes,Germany,688.0,Watt,166165.93,68.95,4806-HIPDW,No,Electronic check,68.95
232,Female,0.0,Yes,45.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,5032.25,No,Spain,738.0,Kang,18606.23,113.3,1950-KSVVJ,No,Mailed check,113.3
233,Male,0.0,No,34.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,3549.25,Yes,France,850.0,Armstrong,40812.9,106.35,5380-WJKOV,No,Electronic check,106.35
234,Male,0.0,Yes,65.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,4459.15,No,France,695.0,Howells,137537.22,69.55,9565-FLVCG,Yes,Mailed check,69.55
235,Female,0.0,Yes,1.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,29.85,No,France,619.0,Hargrave,101348.88,29.85,7590-VHVEG,No,Electronic check,29.85
236,Male,0.0,Yes,1.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,50.35,Yes,France,779.0,Oguejiofor,25951.91,50.35,8992-JQYUN,No,Electronic check,50.35
237,Male,0.0,No,2.0,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,31.2,No,France,671.0,Zetticci,172096.08,19.65,3845-FXCYS,No,Electronic check,19.65
238,Female,0.0,No,26.0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,1553.2,,Germany,647.0,Chibueze,189159.97,56.05,6933-FHBZC,No,Mailed check,56.05
239,Male,0.0,Yes,33.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,3036.75,Yes,Germany,636.0,Nikitina,158887.09,95.8,2037-XJFUP,No,Electronic check,95.8
240,Male,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.15,Yes,France,625.0,Norman,67788.49,20.15,1934-SJVJK,No,Mailed check,20.15
241,Male,0.0,Yes,31.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,1882.8,No,Spain,793.0,Pugh,192120.66,59.05,7869-ZYDST,No,Credit card (automatic),59.05
242,Female,0.0,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,810.45,No,Germany,491.0,Page,116471.14,19.85,5231-FIQPA,No,Mailed check,19.85
243,Male,0.0,Yes,70.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,7475.1,No,Spain,574.0,Chiemenam,32262.28,106.15,6994-FGRHH,Yes,Electronic check,106.15
244,Female,0.0,No,13.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,966.25,No,Spain,604.0,Palerma,129984.2,74.65,6599-GZWCM,No,Mailed check,74.65
245,Female,1.0,Yes,66.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,,No,Spain,528.0,Bradley,60536.56,45.55,5386-THSLQ,No,Bank transfer (automatic),45.55
246,Female,0.0,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,187.35,No,France,666.0,Pirozzi,119100.05,20.55,1784-BXEFA,No,Mailed check,20.55
247,Female,0.0,No,67.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,7244.7,No,Spain,540.0,Leibius,59457.0,106.6,6465-GSRCL,Yes,Bank transfer (automatic),106.6
248,Female,1.0,Yes,48.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,5438.9,Yes,France,571.0,Costa,128600.49,117.45,2302-ANTDP,No,Electronic check,117.45
249,Female,0.0,No,2.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,117.05,No,Germany,720.0,Salier,27145.73,54.35,9667-TKTVZ,No,Mailed check,54.35
